frame_id,timestamp,contact_label,dist_raw,dist_local,v_n,a_n,sigma_d,v_t,approach_theta,shadow_score,flow_mag,brightness_contact,dist2d_palm_0,dist2d_palm_5,dist2d_palm_9,dist2d_palm_13,dist2d_palm_17,hull_overlap_ratio,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
0,1691923685.555834,0,158.6407,158.6407,0.0000,0.0000,0.0000,0.0000,,4607.5093,0.0000,173.9529,203.2884,68.4493,30.3731,35.4857,86.6979,0.033732,0.704172,0.916938,0.000000,0.621136,0.951463,-0.043040,0.549658,0.866520,-0.060999,0.526405,0.750860,-0.060724,0.548831,0.678920,-0.057873,0.590522,0.758616,-0.111102,0.539844,0.600868,-0.138811,0.512952,0.512990,-0.160289,0.493414,0.437604,-0.177862,0.632243,0.702300,-0.083147,0.577470,0.591595,-0.092288,0.579665,0.543295,-0.088338,0.590727,0.489543,-0.091698,0.658626,0.674711,-0.052744,0.588305,0.652469,-0.043852,0.587067,0.711696,-0.020748,0.602346,0.749977,-0.011213,0.676224,0.664734,-0.027259,0.617940,0.668394,-0.027228,0.616087,0.708326,-0.018680,0.627100,0.738266,-0.013749
1,1691923685.564167,0,135.4736,135.4736,-23.1671,-23.1671,11.5836,559.1241,77.0002,5228.7908,1.0033,166.1574,207.3781,74.7671,33.4204,27.5571,77.8619,0.019987,0.707232,0.918685,-0.000000,0.624992,0.948695,-0.034346,0.550605,0.868457,-0.048089,0.528846,0.747622,-0.047225,0.551537,0.684644,-0.044387,0.598133,0.756885,-0.090380,0.544168,0.597663,-0.119118,0.518015,0.516271,-0.137037,0.497337,0.444837,-0.150013,0.641372,0.699426,-0.066821,0.567434,0.662294,-0.078986,0.573485,0.718248,-0.063851,0.594835,0.738277,-0.054786,0.664377,0.670990,-0.043132,0.591595,0.672424,-0.050205,0.593046,0.726950,-0.032244,0.610005,0.760182,-0.020958,0.677823,0.658606,-0.021814,0.618739,0.667680,-0.031649,0.616041,0.710680,-0.026330,0.626582,0.737407,-0.020627
2,1691923685.572500,0,-158.7569,-158.7569,-158.6988,-135.5317,144.4720,5409.7889,69.0179,4482.1244,0.3924,166.9468,201.0698,81.2706,40.2709,26.2735,73.8322,0.018272,0.707358,0.912371,-0.000000,0.625892,0.948716,-0.036625,0.551659,0.870120,-0.052184,0.529707,0.754193,-0.050862,0.552034,0.688662,-0.048081,0.597390,0.762831,-0.104389,0.546046,0.606902,-0.137808,0.517879,0.524937,-0.160102,0.496895,0.452830,-0.175559,0.639502,0.704098,-0.077571,0.571236,0.672166,-0.087156,0.578543,0.734110,-0.069683,0.602262,0.755886,-0.060878,0.661953,0.672976,-0.050421,0.594572,0.677226,-0.053697,0.597471,0.732189,-0.035037,0.615833,0.756342,-0.025929,0.675680,0.656202,-0.025469,0.620648,0.670729,-0.030296,0.620281,0.715702,-0.022928,0.632277,0.738861,-0.018102
3,1691923685.580834,0,-144.7377,-144.7377,-101.1261,57.5726,149.7086,3398.1163,54.9691,4321.1480,0.4270,170.2878,201.5494,76.3108,35.1541,29.1490,78.9887,0.020630,0.705310,0.915723,-0.000000,0.623124,0.948817,-0.033363,0.549354,0.868163,-0.045435,0.528350,0.747489,-0.042379,0.550489,0.686779,-0.037757,0.597104,0.758294,-0.092284,0.545020,0.602727,-0.125188,0.517475,0.518601,-0.148206,0.496001,0.445947,-0.164080,0.640428,0.699472,-0.068651,0.566436,0.665269,-0.080109,0.567011,0.727477,-0.064908,0.585468,0.756214,-0.056344,0.664343,0.670223,-0.045098,0.593814,0.669457,-0.052600,0.594639,0.723369,-0.035613,0.611370,0.756364,-0.025292,0.678528,0.655564,-0.023533,0.620607,0.667268,-0.032521,0.618096,0.711880,-0.026224,0.629325,0.737453,-0.020295
4,1691923685.589167,0,168.1974,168.1974,2.3892,103.5153,150.2787,61.7658,75.8922,3677.8781,0.4113,174.2369,202.5582,69.7728,32.4122,35.3913,84.9673,0.025140,0.703153,0.913571,0.000000,0.621646,0.948952,-0.039602,0.550600,0.867937,-0.056912,0.526172,0.751911,-0.055907,0.548203,0.681106,-0.052444,0.590969,0.758080,-0.112880,0.539342,0.599384,-0.143429,0.511775,0.514503,-0.166670,0.491804,0.439983,-0.184676,0.633626,0.699987,-0.084632,0.577798,0.608756,-0.094085,0.586303,0.591552,-0.086655,0.605203,0.558058,-0.087387,0.659206,0.670849,-0.053731,0.590622,0.652267,-0.046782,0.590178,0.711758,-0.023356,0.606530,0.745951,-0.013706,0.675637,0.658191,-0.026684,0.620727,0.666093,-0.025917,0.620331,0.708049,-0.015749,0.632380,0.735514,-0.009887
5,1691923685.597500,0,-146.7437,-146.7437,-70.5543,-72.9435,148.3466,2589.3455,59.0559,3661.4092,2.2745,177.2809,202.1360,76.7923,37.3291,30.8284,80.7891,0.021459,0.706060,0.916543,-0.000000,0.623907,0.950705,-0.036845,0.549304,0.869931,-0.052494,0.527845,0.748344,-0.051987,0.549466,0.682424,-0.049464,0.596245,0.762847,-0.101028,0.543747,0.603873,-0.132974,0.516475,0.522295,-0.154354,0.494884,0.449536,-0.170111,0.639199,0.702833,-0.076369,0.570374,0.651997,-0.089939,0.579160,0.690795,-0.077071,0.601694,0.695293,-0.070724,0.663298,0.671237,-0.050999,0.590894,0.670597,-0.056543,0.592461,0.727316,-0.036951,0.610384,0.760464,-0.025910,0.677808,0.657645,-0.028473,0.618707,0.671322,-0.038369,0.617329,0.714904,-0.032256,0.629439,0.740166,-0.026558
6,1691923685.605834,0,-116.4895,-116.4895,10.5668,81.1212,124.7248,497.0692,71.4705,3823.9767,1.4560,166.3673,203.5771,70.9482,32.8980,33.6634,83.9771,0.022677,0.706717,0.918631,-0.000000,0.625848,0.953264,-0.038205,0.548587,0.872610,-0.051994,0.526847,0.748455,-0.051197,0.551890,0.687297,-0.048031,0.597324,0.753616,-0.087624,0.539731,0.593789,-0.110590,0.513385,0.513737,-0.122760,0.492737,0.442423,-0.132485,0.639911,0.693908,-0.063509,0.566016,0.653034,-0.075174,0.572041,0.693247,-0.061088,0.593316,0.699590,-0.052250,0.662712,0.667040,-0.039572,0.589984,0.674221,-0.047487,0.590497,0.730738,-0.031309,0.607316,0.764677,-0.020417,0.676082,0.657834,-0.018494,0.618251,0.670261,-0.030219,0.615755,0.712378,-0.027272,0.626368,0.738356,-0.022721
7,1691923685.614167,0,-146.7690,-146.7690,-0.5078,-11.0747,123.2891,74.7726,70.3938,3943.9822,1.5064,172.5571,201.0442,76.8994,37.4928,31.2122,80.7576,0.021220,0.704997,0.916779,-0.000000,0.622287,0.947659,-0.033248,0.551089,0.867260,-0.045320,0.529004,0.749314,-0.040663,0.549557,0.682845,-0.034285,0.593115,0.750759,-0.098226,0.541826,0.598981,-0.128862,0.514712,0.520020,-0.151138,0.493800,0.450209,-0.166701,0.636610,0.697826,-0.070487,0.565090,0.656878,-0.075301,0.570098,0.716151,-0.058346,0.589521,0.744038,-0.050674,0.660864,0.671851,-0.041696,0.590041,0.666961,-0.040872,0.591346,0.723423,-0.022928,0.607585,0.757922,-0.014608,0.674875,0.658925,-0.014751,0.618643,0.668096,-0.017504,0.615599,0.712796,-0.010448,0.626029,0.740628,-0.005641
8,1691923685.622500,0,-145.4995,-145.4995,-78.4242,-77.9164,123.3728,2550.1668,13.4176,3709.7322,1.6780,170.2639,195.1603,77.7652,38.6077,30.4200,78.2577,0.020618,0.703701,0.909934,-0.000000,0.622243,0.945179,-0.034356,0.550560,0.869966,-0.046598,0.527447,0.759223,-0.042746,0.545239,0.696858,-0.037478,0.591777,0.755697,-0.095852,0.542057,0.604408,-0.127424,0.514004,0.522112,-0.150873,0.492882,0.452209,-0.167077,0.634408,0.699339,-0.068866,0.568011,0.667459,-0.074636,0.568180,0.727026,-0.058590,0.584511,0.757168,-0.051390,0.659457,0.670972,-0.041500,0.593909,0.671521,-0.042403,0.595286,0.725335,-0.024972,0.610871,0.756404,-0.016847,0.674895,0.655006,-0.016093,0.621018,0.670217,-0.019309,0.619653,0.714704,-0.011764,0.630336,0.739015,-0.006629
9,1691923685.630834,0,-135.5839,-135.5839,2.7899,81.2142,11.6438,231.5600,65.3503,3640.8978,1.3745,172.6258,194.9863,76.3588,37.3446,33.0329,81.8677,0.022142,0.706023,0.913288,-0.000000,0.623562,0.950792,-0.032865,0.550094,0.874542,-0.044993,0.526933,0.756902,-0.042234,0.548108,0.694528,-0.037956,0.594786,0.757431,-0.090721,0.541543,0.602171,-0.122640,0.513233,0.520927,-0.144248,0.491551,0.450775,-0.159088,0.638200,0.697162,-0.066358,0.564713,0.672967,-0.076195,0.570291,0.740472,-0.059595,0.592134,0.768176,-0.050322,0.662183,0.668372,-0.042102,0.592070,0.672416,-0.048382,0.594920,0.728247,-0.030821,0.612566,0.759693,-0.020486,0.676322,0.655666,-0.019737,0.619322,0.669391,-0.028001,0.617294,0.713701,-0.021766,0.628277,0.739513,-0.015980
