frame_id,timestamp,contact_label,dist_raw,dist_local,v_n,a_n,sigma_d,v_t,approach_theta,shadow_score,flow_mag,brightness_contact,dist2d_palm_0,dist2d_palm_5,dist2d_palm_9,dist2d_palm_13,dist2d_palm_17,hull_overlap_ratio,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
0,1694949105.064298,0,24.2402,24.2402,0.0000,0.0000,0.0000,0.0000,,9282.9829,0.0000,93.9213,299.3159,142.0818,117.8150,117.3069,138.5979,0.000289,0.596820,0.563256,-0.000000,0.529964,0.543961,-0.037197,0.480135,0.453248,-0.051748,0.467634,0.350404,-0.055249,0.484469,0.308272,-0.054841,0.565088,0.346415,-0.055799,0.508248,0.227152,-0.057322,0.472105,0.199845,-0.051873,0.446691,0.188527,-0.048663,0.599354,0.327441,-0.032075,0.529900,0.268118,-0.033301,0.510934,0.304753,-0.024672,0.510135,0.338597,-0.020142,0.614380,0.328161,-0.008092,0.547214,0.288170,-0.012207,0.529483,0.319244,-0.008021,0.527339,0.351468,-0.005568,0.619915,0.334969,0.014131,0.567358,0.302595,0.006558,0.548619,0.321525,0.004562,0.542417,0.344776,0.004515
1,1694949105.072631,0,23.5874,23.5874,-0.6528,-0.6528,0.3264,528.8790,39.8681,9798.6611,1.4952,95.8194,296.1852,140.6530,116.0605,115.1170,135.5769,0.000229,0.597243,0.558865,-0.000000,0.530634,0.542614,-0.037333,0.481155,0.453727,-0.050993,0.468663,0.351240,-0.053209,0.484597,0.307642,-0.051449,0.564677,0.346621,-0.056309,0.506955,0.224811,-0.056797,0.470970,0.199222,-0.050119,0.446079,0.191713,-0.045865,0.598876,0.327917,-0.031904,0.528441,0.266399,-0.031600,0.507795,0.299557,-0.022612,0.504871,0.331540,-0.018055,0.613602,0.328095,-0.007192,0.546167,0.290202,-0.009555,0.528354,0.319295,-0.005907,0.525652,0.349404,-0.004252,0.618286,0.333850,0.015749,0.565559,0.304660,0.009497,0.547142,0.323534,0.007130,0.541236,0.345556,0.006499
2,1694949105.080964,0,-17.0526,-17.0526,-20.6464,-19.9936,19.3136,7439.7702,79.4751,9525.6723,1.2513,94.1914,299.0623,141.8613,117.2026,116.1493,136.8813,0.000353,0.597167,0.562586,-0.000000,0.529871,0.544789,-0.037744,0.481164,0.453723,-0.051348,0.468351,0.350983,-0.053334,0.484372,0.306875,-0.051317,0.565043,0.347120,-0.055804,0.508832,0.227675,-0.054991,0.472993,0.201158,-0.047714,0.447042,0.191470,-0.043254,0.599442,0.328942,-0.030863,0.529148,0.266748,-0.029914,0.507915,0.297587,-0.021001,0.504216,0.329570,-0.016464,0.614409,0.329599,-0.005474,0.545529,0.289090,-0.007445,0.526326,0.317459,-0.004061,0.522497,0.348915,-0.002446,0.619301,0.335628,0.018152,0.565558,0.304500,0.011870,0.546024,0.322290,0.009184,0.538843,0.344451,0.008461
3,1694949105.089298,0,26.4679,26.4679,0.7426,21.3889,18.1391,19.6179,58.7217,8991.5221,1.0980,93.6227,299.7915,143.4794,119.2959,118.7448,139.8734,0.000128,0.597362,0.562964,-0.000000,0.531011,0.543878,-0.037481,0.481489,0.454930,-0.051786,0.467935,0.352666,-0.054648,0.483469,0.310035,-0.053476,0.566364,0.351463,-0.057696,0.508838,0.230059,-0.058917,0.473348,0.200774,-0.052562,0.447649,0.188617,-0.048472,0.599481,0.331369,-0.033660,0.530086,0.263183,-0.034596,0.507353,0.285669,-0.026158,0.501004,0.312335,-0.021684,0.614099,0.330270,-0.009177,0.546037,0.288897,-0.012886,0.525987,0.312649,-0.009361,0.520734,0.341486,-0.007180,0.618982,0.335399,0.013532,0.565434,0.304371,0.005868,0.545753,0.320039,0.003167,0.538126,0.340532,0.002745
4,1694949105.097631,0,18.5998,18.5998,-1.4101,-2.1527,16.3145,87.1466,31.3481,9037.6752,0.9569,92.8727,300.3781,145.3460,120.2886,118.5956,138.3918,0.000278,0.596920,0.561014,-0.000000,0.530161,0.542461,-0.037292,0.480818,0.454321,-0.051813,0.468213,0.351985,-0.054988,0.483568,0.307349,-0.054214,0.566571,0.349798,-0.057068,0.509117,0.230744,-0.057725,0.473557,0.202400,-0.051429,0.448078,0.190203,-0.047645,0.599989,0.330784,-0.033163,0.530774,0.268166,-0.033883,0.510379,0.299775,-0.025368,0.507456,0.331822,-0.021011,0.614504,0.330802,-0.008755,0.547679,0.288715,-0.012270,0.528647,0.316319,-0.008425,0.524958,0.346847,-0.006290,0.619490,0.336972,0.013952,0.566644,0.303227,0.006727,0.547390,0.320022,0.004532,0.540603,0.341490,0.004259
5,1694949105.105964,0,25.3200,25.3200,0.4332,1.8433,16.4399,142.3098,75.7316,8671.8723,0.6501,92.8603,299.4612,144.4703,119.2980,117.7442,137.8772,0.000202,0.597954,0.560820,-0.000000,0.531415,0.544574,-0.036784,0.481988,0.455266,-0.050753,0.469184,0.352950,-0.053724,0.484792,0.309015,-0.052814,0.566311,0.351366,-0.055858,0.509763,0.230860,-0.059673,0.473371,0.201883,-0.055921,0.447732,0.191052,-0.053449,0.600285,0.331331,-0.032796,0.530375,0.274977,-0.036553,0.512325,0.315763,-0.028635,0.513491,0.351372,-0.023991,0.614444,0.330010,-0.009715,0.548215,0.291144,-0.015969,0.531373,0.324566,-0.011795,0.530974,0.357366,-0.008843,0.618505,0.334723,0.011631,0.566724,0.305216,0.003124,0.549279,0.326523,0.001284,0.545535,0.350684,0.001538
6,1694949105.114298,0,20.9184,20.9184,9.4927,9.0596,16.2065,3747.3627,72.3051,9644.6085,1.0836,94.5008,297.8131,142.7577,118.0545,117.1715,137.8300,0.000275,0.598384,0.565681,-0.000000,0.531200,0.549656,-0.038365,0.481580,0.456371,-0.052035,0.468653,0.351446,-0.053615,0.485158,0.308541,-0.051026,0.565620,0.349535,-0.058312,0.508841,0.229680,-0.057590,0.472875,0.202132,-0.049699,0.446990,0.192328,-0.044981,0.600406,0.331162,-0.033010,0.530002,0.273552,-0.032187,0.510876,0.308240,-0.022301,0.509781,0.341402,-0.017278,0.615719,0.331213,-0.007228,0.547847,0.291466,-0.009143,0.529385,0.319805,-0.004780,0.526401,0.351250,-0.002818,0.621212,0.337447,0.016739,0.567729,0.305968,0.010288,0.548489,0.322833,0.007882,0.541479,0.344558,0.007252
7,1694949105.122631,0,14.6681,14.6681,-2.9499,-12.4427,4.3412,153.1613,68.6106,9327.9112,0.8501,97.1096,296.8421,142.1722,116.7420,115.0819,135.7955,0.000289,0.597855,0.564167,-0.000000,0.530275,0.546825,-0.037362,0.481480,0.455506,-0.051133,0.468872,0.350715,-0.053048,0.484545,0.303964,-0.050778,0.563856,0.348178,-0.057486,0.507773,0.227107,-0.056099,0.472011,0.201206,-0.047039,0.446481,0.192869,-0.041508,0.598683,0.328080,-0.032585,0.527792,0.269138,-0.031707,0.508700,0.307460,-0.021606,0.507873,0.343160,-0.016382,0.614135,0.327453,-0.007037,0.545607,0.289637,-0.008740,0.528059,0.322059,-0.004352,0.525827,0.356016,-0.002575,0.619953,0.333291,0.016791,0.567148,0.305945,0.010429,0.548534,0.326470,0.007619,0.542106,0.349289,0.006531
8,1694949105.130964,0,-16.7861,-16.7861,-8.8465,-5.8965,15.0652,3803.1788,42.9279,9534.2104,0.8292,98.3241,297.0005,142.0303,116.7409,115.5018,136.2942,0.000700,0.596722,0.559454,-0.000000,0.529845,0.542337,-0.035492,0.480485,0.454397,-0.049028,0.467584,0.352242,-0.051596,0.483777,0.306867,-0.050221,0.563970,0.349554,-0.055532,0.505747,0.227925,-0.055394,0.470286,0.200736,-0.047691,0.445967,0.191134,-0.042926,0.598107,0.329057,-0.032316,0.527876,0.267029,-0.032433,0.508057,0.299433,-0.023303,0.505978,0.330549,-0.018598,0.613032,0.327704,-0.008501,0.546006,0.288049,-0.010975,0.528059,0.316424,-0.006843,0.525269,0.346056,-0.004914,0.617788,0.332524,0.013688,0.565615,0.303028,0.007607,0.546970,0.320840,0.005424,0.540627,0.341431,0.004812
9,1694949105.139298,0,-19.3740,-19.3740,-11.1735,-2.3271,19.1232,3930.2524,45.5383,8979.1737,1.3207,95.9483,296.7969,144.2768,118.0327,115.3644,134.7633,0.000147,0.597834,0.558410,-0.000000,0.530505,0.541850,-0.035882,0.480931,0.456415,-0.050118,0.468309,0.355002,-0.053465,0.483351,0.308930,-0.052985,0.562757,0.348615,-0.055675,0.507079,0.228976,-0.056919,0.472700,0.202678,-0.051082,0.447819,0.193654,-0.047346,0.597338,0.328896,-0.032759,0.529397,0.261092,-0.032826,0.506828,0.285816,-0.024671,0.500546,0.313936,-0.020759,0.613600,0.328975,-0.009366,0.547389,0.287158,-0.011808,0.527991,0.312615,-0.008141,0.522985,0.341986,-0.006415,0.620111,0.335816,0.012340,0.566606,0.303013,0.006121,0.546860,0.318803,0.004134,0.539235,0.339318,0.003811
