frame_id,timestamp,contact_label,dist_raw,dist_local,v_n,a_n,sigma_d,v_t,approach_theta,shadow_score,flow_mag,brightness_contact,dist2d_palm_0,dist2d_palm_5,dist2d_palm_9,dist2d_palm_13,dist2d_palm_17,hull_overlap_ratio,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
0,1695023128.954496,0,,,0.0000,0.0000,0.0000,0.0000,,3889.2799,0.0000,88.0795,415.4293,288.4058,269.7626,266.0038,274.1533,0.000000,0.610040,0.576819,-0.000000,0.553253,0.544314,-0.032149,0.519157,0.454155,-0.042126,0.518001,0.358225,-0.041722,0.530317,0.305626,-0.038837,0.589939,0.406686,-0.057782,0.568511,0.281838,-0.065535,0.552626,0.222188,-0.065213,0.537563,0.171562,-0.066067,0.622323,0.388176,-0.040578,0.571822,0.299682,-0.047538,0.546931,0.320879,-0.038637,0.539628,0.352502,-0.032958,0.636412,0.379915,-0.023502,0.584511,0.308963,-0.031876,0.563731,0.333648,-0.024078,0.559023,0.365586,-0.018219,0.641041,0.376400,-0.008516,0.599156,0.329055,-0.017462,0.580414,0.343787,-0.017492,0.575810,0.369244,-0.016269
1,1695023128.962829,0,,,0.0000,0.0000,0.0000,0.0000,61.1482,4155.4886,1.3352,93.7701,412.1065,287.1277,267.8491,263.3356,270.6828,0.000000,0.610004,0.572454,-0.000000,0.553212,0.547385,-0.037971,0.518205,0.458950,-0.052259,0.514886,0.360857,-0.055478,0.528420,0.304916,-0.056050,0.589200,0.410472,-0.063016,0.569867,0.284784,-0.072658,0.552268,0.223976,-0.072780,0.536560,0.175619,-0.073919,0.621294,0.391326,-0.044080,0.570931,0.296613,-0.054895,0.546915,0.314901,-0.048014,0.539620,0.345863,-0.042852,0.635464,0.381048,-0.025580,0.582605,0.309955,-0.036590,0.562554,0.335348,-0.029017,0.558024,0.366412,-0.022618,0.640113,0.374666,-0.009704,0.596734,0.327183,-0.021130,0.578175,0.343743,-0.022265,0.573848,0.367622,-0.021254
2,1695023128.971162,0,,,0.0000,0.0000,0.0000,0.0000,48.1678,3959.1116,0.9941,83.2593,414.4149,289.4538,270.4908,266.3076,273.9670,0.000000,0.607618,0.569088,-0.000000,0.552427,0.539365,-0.033796,0.519257,0.454099,-0.046760,0.516748,0.359367,-0.048828,0.528887,0.305328,-0.048799,0.588882,0.406818,-0.064357,0.567804,0.281085,-0.070740,0.552242,0.221175,-0.068911,0.537388,0.171449,-0.068959,0.620772,0.389056,-0.045424,0.571924,0.298619,-0.051304,0.547233,0.313782,-0.041794,0.538086,0.341644,-0.036123,0.635181,0.382054,-0.025861,0.585561,0.310596,-0.032131,0.565192,0.330121,-0.023489,0.558892,0.361090,-0.017770,0.640920,0.377657,-0.008347,0.601436,0.330689,-0.016623,0.582502,0.343816,-0.016569,0.576987,0.367283,-0.015431
3,1695023128.979496,0,,,0.0000,0.0000,0.0000,0.0000,78.2666,3728.3612,0.2319,86.9892,414.3349,288.7140,269.7379,265.5802,273.2228,0.000000,0.610065,0.570326,-0.000000,0.553041,0.542374,-0.034825,0.517978,0.454955,-0.047750,0.515512,0.357090,-0.049654,0.528851,0.302678,-0.049325,0.589052,0.410261,-0.063746,0.568373,0.282892,-0.071461,0.552033,0.221740,-0.070137,0.536868,0.171256,-0.070522,0.621750,0.390628,-0.044991,0.570518,0.297022,-0.052482,0.546872,0.318979,-0.043087,0.540730,0.351505,-0.037051,0.636363,0.381547,-0.026026,0.584560,0.308683,-0.034457,0.565725,0.335140,-0.025787,0.562526,0.369818,-0.019464,0.641727,0.375544,-0.009211,0.599870,0.327493,-0.019220,0.582599,0.345684,-0.019518,0.580047,0.372778,-0.018367
4,1695023128.987829,0,,,0.0000,0.0000,0.0000,0.0000,77.6363,3796.3850,0.5813,87.6574,415.2885,289.1586,270.3799,266.1333,273.7343,0.000000,0.610988,0.576243,-0.000000,0.553561,0.545514,-0.032548,0.518932,0.457771,-0.044004,0.517066,0.361392,-0.045138,0.528637,0.306307,-0.043890,0.589758,0.410070,-0.059330,0.568567,0.282888,-0.066715,0.553022,0.222645,-0.065648,0.538179,0.172240,-0.066012,0.622014,0.390812,-0.041732,0.571365,0.298010,-0.048826,0.546114,0.318079,-0.039678,0.538256,0.349825,-0.033773,0.636283,0.381988,-0.024008,0.584775,0.306790,-0.032012,0.563412,0.330392,-0.023536,0.557994,0.363203,-0.017283,0.641427,0.377409,-0.008355,0.599966,0.328348,-0.017267,0.580262,0.342614,-0.017249,0.575113,0.367766,-0.015927
5,1695023128.996162,0,,,0.0000,0.0000,0.0000,0.0000,22.8476,3810.8265,0.5380,92.7785,413.6642,287.2754,268.3033,264.2786,272.0234,0.000000,0.608961,0.571046,-0.000000,0.552213,0.542028,-0.033177,0.517618,0.454359,-0.045299,0.515507,0.357420,-0.046904,0.529084,0.304377,-0.046238,0.589271,0.408861,-0.061264,0.568226,0.281183,-0.068104,0.552250,0.221710,-0.066383,0.537147,0.173089,-0.066434,0.621854,0.389056,-0.043034,0.569787,0.298128,-0.049804,0.544844,0.318694,-0.040301,0.537201,0.350383,-0.034230,0.636381,0.379738,-0.024563,0.584001,0.308103,-0.031819,0.563144,0.330598,-0.023117,0.557544,0.363053,-0.016962,0.641648,0.374540,-0.008212,0.599752,0.328843,-0.017115,0.580359,0.342806,-0.017477,0.574815,0.366814,-0.016445
6,1695023129.004496,0,,,0.0000,0.0000,0.0000,0.0000,78.7838,3654.5519,0.8396,86.9336,414.8797,289.7574,270.6698,266.4061,273.9015,0.000000,0.610758,0.575416,-0.000000,0.553639,0.544788,-0.031279,0.519517,0.456758,-0.042001,0.518023,0.359204,-0.042796,0.529339,0.303803,-0.041320,0.589950,0.405837,-0.056273,0.569230,0.280534,-0.062430,0.553579,0.221993,-0.061189,0.538372,0.172451,-0.061625,0.621930,0.387336,-0.039031,0.572395,0.298571,-0.044885,0.547198,0.316951,-0.036037,0.538460,0.346500,-0.030607,0.636184,0.380508,-0.021590,0.585517,0.309465,-0.028394,0.564588,0.332103,-0.020202,0.558683,0.363949,-0.014450,0.641327,0.378125,-0.006168,0.601020,0.331699,-0.014079,0.581637,0.345666,-0.013784,0.576194,0.370614,-0.012421
7,1695023129.012829,0,,,0.0000,0.0000,0.0000,0.0000,85.7847,3969.3866,0.8520,88.8171,413.8847,288.1087,269.2001,265.0164,272.6798,0.000000,0.611103,0.574300,-0.000000,0.553981,0.545367,-0.035309,0.518743,0.456144,-0.048247,0.515973,0.358559,-0.050346,0.529079,0.303741,-0.050112,0.589444,0.408986,-0.062031,0.568916,0.282207,-0.070586,0.552305,0.221488,-0.069876,0.537122,0.172830,-0.070404,0.622007,0.390647,-0.043455,0.569571,0.298616,-0.051935,0.545826,0.320740,-0.043291,0.539785,0.354281,-0.037478,0.636590,0.381706,-0.025092,0.583715,0.309735,-0.034590,0.563415,0.334480,-0.026597,0.558835,0.367686,-0.020403,0.642068,0.376427,-0.009014,0.598822,0.329273,-0.019637,0.580116,0.345529,-0.020580,0.575901,0.371143,-0.019706
8,1695023129.021162,0,,,0.0000,0.0000,0.0000,0.0000,34.6841,4022.0305,0.8766,85.4259,414.1268,289.5796,270.4657,266.2561,273.9278,0.000000,0.610798,0.574396,-0.000000,0.553375,0.544402,-0.033824,0.519402,0.455435,-0.045676,0.518384,0.358524,-0.046782,0.529451,0.303910,-0.045578,0.590612,0.411548,-0.062291,0.569979,0.285446,-0.070189,0.553984,0.224511,-0.069027,0.538912,0.173433,-0.069462,0.622368,0.392297,-0.044410,0.571278,0.300329,-0.052631,0.546128,0.320782,-0.043738,0.538549,0.352571,-0.037983,0.636198,0.382310,-0.026375,0.584289,0.308670,-0.035312,0.562995,0.332801,-0.026940,0.557645,0.365955,-0.020724,0.640904,0.376488,-0.010510,0.598754,0.328257,-0.020166,0.579509,0.343603,-0.020410,0.574848,0.369389,-0.019298
9,1695023129.029496,0,,,0.0000,0.0000,0.0000,0.0000,41.3671,3923.2578,0.6771,92.1836,413.2880,289.6501,270.1675,265.4324,272.5870,0.000000,0.609683,0.572387,-0.000000,0.554292,0.542775,-0.034301,0.520477,0.455498,-0.046488,0.517847,0.359417,-0.047990,0.529177,0.304123,-0.047123,0.590537,0.408562,-0.060947,0.569344,0.284293,-0.068596,0.553332,0.223789,-0.067716,0.537974,0.173762,-0.068313,0.622274,0.390349,-0.043045,0.572407,0.299009,-0.050818,0.548504,0.316379,-0.042577,0.540627,0.346683,-0.037246,0.636364,0.381776,-0.025109,0.585361,0.309280,-0.033934,0.565363,0.332272,-0.026254,0.560095,0.364977,-0.020401,0.641394,0.376214,-0.009366,0.599974,0.327583,-0.019466,0.581469,0.342942,-0.020024,0.576750,0.368602,-0.018929
