frame_id,timestamp,contact_label,dist_raw,dist_local,v_n,a_n,sigma_d,v_t,approach_theta,shadow_score,flow_mag,brightness_contact,dist2d_palm_0,dist2d_palm_5,dist2d_palm_9,dist2d_palm_13,dist2d_palm_17,hull_overlap_ratio,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
0,1694939800.797375,0,-30.9850,-30.9850,0.0000,0.0000,0.0000,0.0000,,11810.4733,0.0000,103.4383,372.3401,155.5861,151.3837,175.7152,216.9100,0.025104,0.657486,0.524752,-0.000000,0.562921,0.574641,-0.029507,0.475110,0.499710,-0.020301,0.441238,0.394580,0.003499,0.456536,0.338770,0.031235,0.514207,0.297267,-0.033516,0.441825,0.199927,-0.021812,0.401002,0.163795,-0.015939,0.372578,0.135312,-0.013147,0.561859,0.241912,-0.003352,0.494616,0.199961,0.028361,0.468251,0.236015,0.051616,0.467128,0.269038,0.062199,0.598956,0.233439,0.025526,0.535399,0.210599,0.047476,0.511895,0.253143,0.052134,0.511165,0.284704,0.051130,0.628244,0.238876,0.052818,0.576071,0.227977,0.066057,0.552748,0.259267,0.067783,0.551980,0.297271,0.067069
1,1694939800.805708,0,32.0630,32.0630,63.0480,63.0480,31.5240,2912.5438,64.1956,11946.5707,1.3049,105.7060,372.5926,153.8365,148.7701,173.9272,216.3708,0.028550,0.657242,0.529081,-0.000000,0.562842,0.577408,-0.026106,0.474357,0.502614,-0.014053,0.440645,0.398143,0.012747,0.459320,0.344334,0.043790,0.513126,0.296951,-0.030911,0.438322,0.203981,-0.017235,0.398345,0.166209,-0.009085,0.370802,0.135620,-0.003895,0.559171,0.242028,0.000632,0.493563,0.201048,0.036213,0.467949,0.235240,0.063859,0.466740,0.268200,0.078075,0.596259,0.234947,0.031195,0.535637,0.209924,0.056158,0.511221,0.250618,0.062799,0.509259,0.284394,0.063838,0.625906,0.241665,0.060678,0.577069,0.229082,0.076987,0.552737,0.258121,0.080133,0.550866,0.296084,0.080918
2,1694939800.814041,0,-41.9149,-41.9149,-5.4650,-68.5130,32.6041,534.6260,60.7915,10479.5580,1.4408,103.8102,365.9974,151.0211,146.8171,172.1915,215.1504,0.029428,0.655293,0.528830,-0.000000,0.561065,0.579076,-0.024049,0.473115,0.505795,-0.009691,0.439344,0.404180,0.019517,0.457311,0.351109,0.053493,0.509653,0.300907,-0.027216,0.437908,0.206835,-0.011926,0.397898,0.168445,-0.002815,0.369436,0.137180,0.003069,0.556265,0.245794,0.004208,0.492202,0.206298,0.042386,0.465953,0.236912,0.071238,0.463085,0.266764,0.086150,0.594070,0.238749,0.034740,0.534361,0.218049,0.062486,0.509051,0.255552,0.071391,0.505463,0.285962,0.073831,0.625153,0.245127,0.064159,0.577040,0.236007,0.083117,0.551783,0.262887,0.088336,0.548252,0.299582,0.090627
3,1694939800.822375,0,39.6621,39.6621,23.5490,29.0140,36.4613,1266.1644,12.2395,8074.1292,1.1310,93.8179,357.7089,142.1492,137.6173,161.9745,202.8992,0.030134,0.657113,0.532580,-0.000000,0.562365,0.582627,-0.026892,0.472548,0.508949,-0.015633,0.439557,0.403262,0.009515,0.457109,0.346394,0.038734,0.508529,0.302634,-0.027176,0.436668,0.210208,-0.012841,0.395391,0.177401,-0.004652,0.367422,0.151584,-0.000106,0.556034,0.249250,0.002197,0.491646,0.214189,0.035665,0.468347,0.251486,0.059731,0.470715,0.284712,0.071269,0.594259,0.241845,0.030279,0.533560,0.221678,0.053028,0.510508,0.263163,0.057528,0.509656,0.295703,0.056728,0.625359,0.247456,0.057057,0.574945,0.238182,0.070981,0.551496,0.266751,0.072667,0.550291,0.302929,0.072250
4,1694939800.830708,0,52.9324,52.9324,20.9793,-2.5697,38.9464,996.1602,37.7339,9195.6870,0.9652,103.1620,363.3811,146.0984,140.9669,165.6166,208.5402,0.032631,0.655072,0.533644,-0.000000,0.562608,0.584629,-0.024082,0.474787,0.515260,-0.011217,0.439908,0.414089,0.015411,0.457502,0.359859,0.046221,0.506201,0.309461,-0.025807,0.436054,0.215142,-0.010615,0.396536,0.176562,-0.001418,0.368715,0.146146,0.004028,0.552235,0.252823,0.003416,0.490253,0.214923,0.038853,0.467326,0.247305,0.065152,0.468489,0.278349,0.078205,0.590639,0.243198,0.031668,0.532185,0.222531,0.056819,0.509441,0.260781,0.063209,0.507890,0.291563,0.063592,0.622197,0.248169,0.058785,0.574567,0.237975,0.075852,0.551641,0.265907,0.079500,0.550646,0.302461,0.080185
5,1694939800.839041,0,64.2816,64.2816,8.0547,-12.9247,37.3329,936.0074,41.8599,4483.2767,0.7797,100.8966,354.8509,136.8518,129.6082,154.7702,199.7702,0.033243,0.656045,0.539413,-0.000000,0.562505,0.589672,-0.022041,0.475666,0.521066,-0.007530,0.441837,0.419207,0.020311,0.458685,0.360070,0.052684,0.503420,0.309353,-0.018436,0.434825,0.217193,0.000117,0.393706,0.183901,0.011658,0.365329,0.159149,0.018612,0.551165,0.255161,0.010595,0.490304,0.223071,0.047998,0.472022,0.265769,0.075501,0.478404,0.302009,0.089703,0.590633,0.247679,0.038643,0.531920,0.225602,0.064381,0.511654,0.268299,0.071513,0.512365,0.300620,0.072492,0.623805,0.253332,0.065884,0.575969,0.241875,0.083995,0.553502,0.271705,0.088533,0.553455,0.308378,0.089804
6,1694939800.847375,0,-65.5847,-65.5847,-5.9174,-13.9721,53.0616,930.4031,0.5983,2013.9520,1.0893,85.0540,348.4624,136.6119,128.0375,150.7006,192.5045,0.029720,0.655294,0.538970,-0.000000,0.560688,0.590995,-0.022589,0.472367,0.520668,-0.008215,0.440009,0.417528,0.019074,0.458129,0.360996,0.050620,0.503043,0.313887,-0.018381,0.435448,0.223618,-0.000615,0.395338,0.192941,0.010830,0.367554,0.169467,0.017813,0.549633,0.259492,0.009402,0.489434,0.224962,0.044184,0.469755,0.263569,0.070412,0.475094,0.298278,0.084448,0.588898,0.250610,0.035963,0.530749,0.227460,0.059666,0.509945,0.267470,0.066006,0.509458,0.298211,0.067028,0.622292,0.255981,0.061532,0.574713,0.243932,0.078264,0.551732,0.272302,0.082335,0.550954,0.307934,0.083556
7,1694939800.855708,0,-58.9385,-58.9385,-24.6501,-18.7327,56.6971,1060.6603,13.1077,6273.1190,0.7498,110.6898,360.0392,143.0740,138.9414,164.7963,208.5513,0.034535,0.651878,0.541120,-0.000000,0.559075,0.590286,-0.022622,0.472265,0.523679,-0.009767,0.439241,0.424721,0.016219,0.458663,0.369402,0.045994,0.503511,0.315716,-0.022609,0.432720,0.223340,-0.005048,0.393624,0.181000,0.006420,0.365611,0.146177,0.013185,0.549372,0.259133,0.006286,0.486836,0.224271,0.041851,0.466174,0.259794,0.068748,0.469166,0.292588,0.082928,0.588540,0.250557,0.034538,0.529951,0.233804,0.060100,0.508516,0.273160,0.067345,0.507340,0.303672,0.068748,0.621142,0.256925,0.061872,0.573546,0.250953,0.079721,0.551157,0.280324,0.084242,0.550438,0.316287,0.085788
8,1694939800.864041,0,-53.9573,-53.9573,-26.7224,-2.0723,58.0857,1143.6027,44.0355,6113.8470,0.9696,107.2546,357.0809,137.6293,132.8159,158.9449,203.8991,0.035135,0.653286,0.546634,-0.000000,0.560553,0.595257,-0.020544,0.472421,0.528075,-0.008475,0.437801,0.427700,0.015662,0.456882,0.370145,0.043224,0.502685,0.321574,-0.021568,0.433954,0.228327,-0.007160,0.394234,0.185270,0.001697,0.364695,0.152244,0.006981,0.547255,0.263227,0.005336,0.485485,0.226749,0.038792,0.463364,0.257555,0.065337,0.463306,0.289592,0.079734,0.586465,0.252290,0.031537,0.529019,0.234896,0.056475,0.506756,0.269983,0.066431,0.504325,0.300972,0.070072,0.619636,0.256974,0.056630,0.573205,0.248010,0.073906,0.549088,0.275212,0.079863,0.545811,0.310684,0.083060
9,1694939800.872375,0,-62.1213,-62.1213,-31.6007,-4.8783,49.9198,1071.1188,29.4708,2024.3478,1.1265,93.2909,342.5678,128.9932,122.9306,148.1355,191.1541,0.033371,0.652283,0.548941,-0.000000,0.558239,0.594788,-0.019705,0.471770,0.528449,-0.005779,0.440127,0.427864,0.020597,0.461249,0.369625,0.050961,0.500167,0.320490,-0.018164,0.430964,0.228293,-0.001175,0.390761,0.192737,0.009890,0.362122,0.167285,0.016884,0.546622,0.264921,0.008998,0.485561,0.233520,0.044726,0.466652,0.271166,0.071578,0.471340,0.305689,0.085955,0.586679,0.256098,0.035378,0.528686,0.243594,0.060247,0.509716,0.283747,0.066901,0.510333,0.315056,0.068230,0.620466,0.261612,0.061119,0.572657,0.257259,0.078176,0.550585,0.286579,0.082273,0.549958,0.323401,0.083837
10,1694939800.880708,0,-61.2937,-61.2937,1.0728,32.6735,3.8545,388.2256,26.3519,3643.0294,1.2903,103.8079,354.5978,134.9516,128.4305,154.7010,200.6418,0.033952,0.653473,0.545697,-0.000000,0.558517,0.594875,-0.020547,0.470631,0.529185,-0.006020,0.438884,0.428313,0.021364,0.459834,0.371690,0.052606,0.499095,0.321270,-0.019248,0.430116,0.229913,0.000617,0.391691,0.191040,0.013494,0.364233,0.159243,0.020768,0.545867,0.265489,0.008292,0.484390,0.233181,0.044320,0.465923,0.271635,0.070394,0.471431,0.305406,0.083815,0.586205,0.256780,0.035379,0.528174,0.243860,0.061208,0.508594,0.285664,0.066702,0.509162,0.316976,0.066416,0.620333,0.262666,0.061763,0.572872,0.259268,0.079456,0.551454,0.290038,0.082796,0.551702,0.327320,0.083103
11,1694939800.889041,0,-76.6259,-76.6259,-4.4219,-5.4946,7.5732,960.5853,32.5030,1272.4067,0.8702,96.4992,342.4887,129.0609,119.9129,143.6756,187.2329,0.029919,0.651057,0.549889,-0.000000,0.557156,0.597961,-0.018676,0.472055,0.532740,-0.002684,0.439298,0.432719,0.026197,0.454146,0.369593,0.059751,0.497014,0.323054,-0.013858,0.430887,0.231210,0.007584,0.392074,0.198016,0.021695,0.364231,0.174530,0.030734,0.543934,0.269022,0.014927,0.483457,0.232102,0.055357,0.460817,0.263101,0.084606,0.461282,0.295597,0.100177,0.584152,0.260868,0.043079,0.526170,0.243059,0.072068,0.504650,0.279063,0.081489,0.502446,0.309458,0.084237,0.618591,0.265662,0.070601,0.570781,0.257165,0.090893,0.546368,0.284209,0.097127,0.542755,0.320064,0.100006
12,1694939800.897375,0,-61.1558,-61.1558,-1.7996,2.6222,7.4097,676.2878,61.1822,1289.7263,0.5372,87.6566,343.1710,132.6891,126.4248,148.8647,188.4302,0.029330,0.649007,0.545827,-0.000000,0.557486,0.597602,-0.019965,0.472939,0.533223,-0.006721,0.440264,0.434049,0.018382,0.456538,0.373342,0.047279,0.499636,0.324818,-0.016299,0.431983,0.237630,0.001212,0.393352,0.200313,0.011627,0.366122,0.170957,0.017620,0.545616,0.269963,0.009652,0.486839,0.238849,0.043828,0.466112,0.273023,0.067900,0.469097,0.305607,0.080268,0.585281,0.260632,0.034835,0.529229,0.245178,0.058943,0.508412,0.283506,0.065196,0.507935,0.315353,0.066069,0.618821,0.265487,0.059169,0.572882,0.258947,0.075616,0.550477,0.287153,0.079675,0.548612,0.323168,0.081173
13,1694939800.905708,0,61.4140,61.4140,30.8838,32.6834,51.0227,729.5429,67.7303,1384.5030,0.6683,87.2485,339.3984,130.1735,125.1237,146.9376,185.2311,0.030317,0.651015,0.546257,-0.000000,0.557809,0.598366,-0.021220,0.471187,0.533637,-0.006503,0.439312,0.432456,0.020817,0.455936,0.371397,0.052231,0.499076,0.326080,-0.015476,0.431325,0.238019,0.005028,0.392969,0.201922,0.017623,0.365503,0.170899,0.024601,0.544970,0.271388,0.012173,0.484551,0.239511,0.047710,0.465721,0.278073,0.072495,0.471711,0.312245,0.085387,0.584028,0.262364,0.039106,0.526276,0.244447,0.064307,0.506224,0.285096,0.069919,0.506815,0.315502,0.070147,0.617568,0.266901,0.065175,0.570522,0.260611,0.082739,0.547822,0.290629,0.086441,0.547081,0.327179,0.087333
14,1694939800.914041,0,78.5276,78.5276,34.9553,4.0715,67.2419,1217.3062,47.9138,1723.0810,0.5453,96.8549,338.7362,131.1851,121.4981,142.1239,181.8925,0.028029,0.650441,0.547501,-0.000000,0.557018,0.597046,-0.019488,0.470557,0.530819,-0.002710,0.439932,0.431555,0.026484,0.457683,0.373112,0.060012,0.496585,0.323179,-0.009015,0.430561,0.243195,0.013712,0.392834,0.210131,0.027610,0.366604,0.181347,0.035816,0.543839,0.272045,0.018816,0.485200,0.242156,0.058521,0.465622,0.277911,0.085499,0.470414,0.309446,0.099874,0.583794,0.263857,0.045542,0.527814,0.244460,0.073476,0.506513,0.283365,0.080370,0.505440,0.312186,0.081643,0.618096,0.268351,0.071434,0.571152,0.259445,0.090784,0.547586,0.286639,0.095428,0.545491,0.320331,0.097258
