frame_id,timestamp,contact_label,dist_raw,dist_local,v_n,a_n,sigma_d,v_t,approach_theta,shadow_score,flow_mag,brightness_contact,dist2d_palm_0,dist2d_palm_5,dist2d_palm_9,dist2d_palm_13,dist2d_palm_17,hull_overlap_ratio,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
0,1695021638.936748,0,7.2397,7.2397,0.0000,0.0000,0.0000,0.0000,,6102.2895,0.0000,108.6844,326.8535,182.8089,157.4667,154.7910,171.1264,0.000000,0.630758,0.577388,-0.000000,0.563143,0.580452,-0.020865,0.510713,0.509970,-0.019566,0.495368,0.421024,-0.006867,0.516274,0.379185,0.008265,0.549628,0.403994,-0.043471,0.500303,0.303620,-0.044420,0.475082,0.253517,-0.045712,0.455021,0.207453,-0.048100,0.583414,0.368349,-0.021233,0.533349,0.308461,-0.005436,0.524020,0.351414,0.013068,0.527611,0.391663,0.022029,0.605477,0.360446,0.001352,0.556993,0.321169,0.014617,0.548399,0.360694,0.022891,0.552493,0.394483,0.024975,0.621060,0.363315,0.023006,0.582659,0.342649,0.031367,0.571754,0.367619,0.033766,0.573388,0.398185,0.033521
1,1695021638.945081,0,-15.1306,-15.1306,-22.3703,-22.3703,11.1852,18264.2472,65.3883,5531.5742,0.5810,105.3295,328.4459,182.6663,156.9165,154.0836,170.6980,0.000000,0.632152,0.581918,-0.000000,0.562583,0.577085,-0.015847,0.512166,0.507448,-0.009300,0.497685,0.424115,0.011452,0.517461,0.380092,0.034990,0.545528,0.399545,-0.050045,0.498858,0.299408,-0.049946,0.473832,0.249619,-0.051031,0.454658,0.205702,-0.052146,0.579710,0.369916,-0.021431,0.530893,0.317253,0.008240,0.522599,0.362508,0.035916,0.525727,0.401943,0.047335,0.602482,0.362948,0.008274,0.554565,0.331748,0.033003,0.547382,0.374470,0.042376,0.551292,0.407684,0.041307,0.617389,0.361174,0.038218,0.580531,0.348701,0.053116,0.569539,0.375783,0.054435,0.569549,0.405936,0.051170
2,1695021638.953414,0,-5.7304,-5.7304,-6.4851,15.8853,9.1713,9109.8223,71.3311,5366.5561,0.7536,110.5185,328.1225,183.6270,158.1447,155.3153,171.3145,0.000000,0.630337,0.578050,-0.000000,0.562577,0.580537,-0.020055,0.510491,0.509235,-0.017169,0.495207,0.421025,-0.002125,0.516245,0.379335,0.015598,0.549576,0.401567,-0.044593,0.500604,0.301931,-0.044270,0.475487,0.252754,-0.044703,0.455778,0.207566,-0.046372,0.583647,0.367731,-0.020750,0.533762,0.309523,-0.001777,0.522505,0.350633,0.018799,0.524282,0.390051,0.028539,0.605945,0.361848,0.003642,0.557491,0.326225,0.019951,0.547883,0.365606,0.028668,0.550805,0.398526,0.030390,0.621787,0.365789,0.027264,0.584040,0.348257,0.037983,0.572118,0.373114,0.040552,0.572663,0.402781,0.039964
3,1695021638.961748,0,-12.5290,-12.5290,-6.5896,-0.1045,8.6632,6098.5253,72.2149,4783.2213,0.3035,109.0818,327.7035,183.0041,157.0154,153.5853,169.3188,0.000000,0.629974,0.575014,-0.000000,0.562167,0.578159,-0.019700,0.510211,0.509475,-0.016800,0.495430,0.422270,-0.001372,0.515718,0.378830,0.016732,0.549174,0.400841,-0.046176,0.500224,0.301863,-0.046043,0.475118,0.253113,-0.046575,0.455533,0.208135,-0.048081,0.582716,0.367406,-0.021658,0.532845,0.310039,-0.001120,0.521767,0.350605,0.020433,0.523954,0.389525,0.030371,0.604848,0.361099,0.003540,0.556352,0.325468,0.021136,0.546966,0.365869,0.029980,0.549971,0.398937,0.031324,0.620619,0.364195,0.028131,0.582470,0.348712,0.040141,0.571021,0.374397,0.043138,0.571942,0.403969,0.042468
4,1695021638.970081,0,,,0.0000,0.0000,0.0000,0.0000,79.4588,4934.8775,0.1806,107.1682,328.1654,182.0980,156.3837,153.3673,169.7765,0.000000,0.629853,0.576726,-0.000000,0.561372,0.578114,-0.019086,0.509981,0.508576,-0.015640,0.495732,0.422097,0.000700,0.516676,0.379299,0.019841,0.548996,0.402583,-0.048477,0.500252,0.302549,-0.049940,0.475245,0.253245,-0.051596,0.455530,0.208033,-0.053648,0.582572,0.369027,-0.023900,0.533242,0.308614,-0.003743,0.522501,0.348656,0.018449,0.523907,0.386918,0.028763,0.604611,0.361351,0.001398,0.556279,0.324238,0.019121,0.547012,0.364215,0.028785,0.549739,0.397251,0.030585,0.620096,0.363434,0.026073,0.582395,0.347156,0.037615,0.570788,0.372195,0.040409,0.571008,0.402079,0.039674
5,1695021638.978414,0,-11.7241,-11.7241,-4.7409,0.0000,8.0215,3625.3248,75.7344,4982.5354,0.5258,107.2793,326.1909,181.5187,155.5844,152.8314,168.7822,0.000000,0.630222,0.575621,-0.000000,0.562474,0.578449,-0.019448,0.510275,0.510498,-0.016569,0.495216,0.423726,-0.001034,0.516243,0.380314,0.017222,0.547956,0.400621,-0.046548,0.499810,0.301915,-0.046471,0.474575,0.252750,-0.047069,0.455112,0.207955,-0.048547,0.581821,0.367327,-0.021692,0.534205,0.309155,-0.000308,0.523180,0.350046,0.022226,0.524828,0.389490,0.032714,0.604442,0.360965,0.003827,0.557574,0.325715,0.022231,0.548212,0.365515,0.031596,0.550859,0.398298,0.033075,0.620601,0.363851,0.028764,0.583710,0.347383,0.041422,0.572091,0.372761,0.044694,0.572516,0.402658,0.044069
6,1695021638.986748,0,7.0941,7.0941,5.5562,10.2971,7.9677,3660.3477,46.3117,5076.6211,0.5373,110.0255,325.6063,181.8248,156.2379,153.1458,169.0397,0.000000,0.629901,0.575482,-0.000000,0.561236,0.575602,-0.017716,0.510528,0.508013,-0.012545,0.495875,0.425905,0.006060,0.516501,0.385711,0.027650,0.546227,0.396301,-0.046559,0.499258,0.301259,-0.046304,0.473576,0.252614,-0.047021,0.454889,0.208344,-0.047945,0.580146,0.367230,-0.020099,0.533397,0.309604,0.004864,0.522582,0.350879,0.029861,0.524996,0.389848,0.041524,0.603298,0.362423,0.007105,0.556999,0.324960,0.028339,0.547744,0.365641,0.037957,0.550621,0.397374,0.039113,0.619826,0.364504,0.034069,0.583240,0.346254,0.048892,0.571272,0.371754,0.052269,0.571657,0.400852,0.051333
7,1695021638.995081,0,-17.6738,-17.6738,-2.9858,-8.5420,8.4957,17.7965,79.6843,4932.1078,0.4683,107.5301,326.4712,181.3268,155.5570,152.4814,168.4902,0.000000,0.629990,0.578939,-0.000000,0.561255,0.578144,-0.018650,0.510440,0.508787,-0.014323,0.495788,0.423805,0.003564,0.517217,0.383644,0.024401,0.548171,0.400425,-0.049701,0.500171,0.301516,-0.050988,0.474723,0.252599,-0.052648,0.454946,0.208181,-0.054454,0.582239,0.368752,-0.023236,0.534014,0.309723,-0.000061,0.523387,0.350052,0.024277,0.524509,0.389226,0.035386,0.604995,0.362430,0.004013,0.557001,0.326682,0.024331,0.548306,0.367352,0.034300,0.551236,0.400546,0.035637,0.620678,0.364680,0.030812,0.583467,0.349186,0.043989,0.571509,0.374627,0.046469,0.571475,0.404736,0.045070
8,1695021639.003414,0,,,0.0000,0.0000,0.0000,0.0000,77.9907,4499.5861,0.7842,111.8110,326.0633,182.7207,156.2174,152.3154,167.3652,0.000000,0.630476,0.579256,-0.000000,0.562889,0.581496,-0.019794,0.510253,0.509507,-0.016655,0.495152,0.421208,-0.001782,0.517113,0.379859,0.015731,0.549664,0.403270,-0.042798,0.501007,0.303872,-0.042470,0.476412,0.254956,-0.042449,0.456518,0.210293,-0.043769,0.583459,0.368564,-0.019908,0.533427,0.308544,-0.002714,0.522302,0.347173,0.016840,0.523562,0.385346,0.026488,0.605979,0.361185,0.003443,0.557353,0.325159,0.017939,0.548012,0.363544,0.026179,0.550930,0.396781,0.028286,0.621925,0.364070,0.025974,0.583412,0.346561,0.034819,0.571592,0.371637,0.036576,0.572282,0.402290,0.035941
9,1695021639.011748,0,10.5869,10.5869,5.7790,0.0000,11.4160,3025.2221,54.7144,4938.0010,0.8547,111.4429,326.3035,180.4252,154.7691,151.6970,167.8882,0.000000,0.629720,0.576778,-0.000000,0.561818,0.578611,-0.018367,0.510496,0.510288,-0.014708,0.495940,0.424680,0.001485,0.516599,0.382405,0.020440,0.548210,0.399696,-0.045395,0.499742,0.302017,-0.045390,0.474214,0.252740,-0.046242,0.454696,0.207675,-0.047658,0.581957,0.367123,-0.020558,0.533953,0.310703,0.001277,0.523250,0.350368,0.024026,0.525245,0.387808,0.034757,0.604418,0.360352,0.005013,0.556835,0.324197,0.023862,0.547075,0.362960,0.033765,0.549574,0.395067,0.035789,0.620015,0.362514,0.030086,0.582818,0.345000,0.043213,0.570827,0.369801,0.046993,0.571148,0.399218,0.046951
