frame_id,timestamp,contact_label,dist_raw,dist_local,v_n,a_n,sigma_d,v_t,approach_theta,shadow_score,flow_mag,brightness_contact,dist2d_palm_0,dist2d_palm_5,dist2d_palm_9,dist2d_palm_13,dist2d_palm_17,hull_overlap_ratio,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
0,1694951212.516705,0,29.4341,29.4341,0.0000,0.0000,0.0000,0.0000,,8028.3441,0.0000,77.1528,269.3789,53.4176,52.5787,92.2220,143.0377,0.108587,0.557323,0.693265,-0.000000,0.481905,0.655933,-0.037157,0.428625,0.548946,-0.053341,0.411295,0.418607,-0.059513,0.413579,0.331753,-0.061307,0.515478,0.437563,-0.063983,0.449097,0.311684,-0.072266,0.408713,0.281708,-0.069589,0.386114,0.262616,-0.066127,0.559410,0.401188,-0.046254,0.529252,0.223610,-0.061192,0.485962,0.225457,-0.054795,0.460653,0.257991,-0.044354,0.583658,0.396919,-0.027498,0.563201,0.234522,-0.040812,0.521596,0.243344,-0.031430,0.500981,0.278809,-0.018590,0.593948,0.411849,-0.010441,0.584063,0.285035,-0.019311,0.550405,0.265294,-0.014678,0.528383,0.276842,-0.006608
1,1694951212.525038,0,43.1355,43.1355,13.7014,13.7014,6.8507,856.1259,51.1382,8892.7129,2.0461,84.9475,271.7960,51.7356,55.3905,96.3822,147.7307,0.118951,0.555110,0.678028,-0.000000,0.480095,0.654578,-0.040985,0.428645,0.548050,-0.058009,0.412565,0.415346,-0.062925,0.416612,0.330448,-0.063263,0.516168,0.442644,-0.073789,0.454228,0.315276,-0.082976,0.411996,0.278948,-0.080300,0.383873,0.254018,-0.077411,0.558818,0.403186,-0.054045,0.530167,0.222733,-0.070692,0.487203,0.219176,-0.064197,0.459903,0.249672,-0.053910,0.581623,0.394371,-0.033078,0.563886,0.229324,-0.047451,0.521937,0.233950,-0.038906,0.498592,0.266186,-0.027051,0.590143,0.406587,-0.013951,0.583978,0.282449,-0.023736,0.552090,0.263555,-0.020538,0.530498,0.272754,-0.014120
2,1694951212.533371,0,35.4291,35.4291,2.9975,-10.7039,5.6081,1102.2089,19.4749,7780.5215,2.7893,68.7593,255.1362,45.6143,43.6394,86.1192,136.1283,0.115890,0.556763,0.692250,-0.000000,0.480385,0.657784,-0.037244,0.428043,0.550465,-0.053659,0.412966,0.419055,-0.060231,0.418055,0.333429,-0.062135,0.515257,0.437149,-0.064161,0.449328,0.308877,-0.074526,0.406078,0.282600,-0.072916,0.382570,0.271104,-0.069793,0.558534,0.403043,-0.047305,0.529797,0.225103,-0.065025,0.486683,0.222084,-0.060192,0.460568,0.254434,-0.050417,0.582406,0.399432,-0.029656,0.563222,0.237673,-0.045465,0.522361,0.238790,-0.037276,0.499796,0.271457,-0.024729,0.593133,0.416270,-0.013741,0.583047,0.287100,-0.024979,0.549740,0.264791,-0.021314,0.526074,0.277179,-0.013467
3,1694951212.541705,0,29.5423,29.5423,0.0361,-2.9614,5.6041,482.8081,25.1527,9570.8543,1.5723,77.4576,259.9859,46.6314,51.0049,93.2831,144.6237,0.114423,0.556395,0.692837,-0.000000,0.480098,0.658034,-0.035011,0.426510,0.550650,-0.050363,0.411084,0.418651,-0.055620,0.419051,0.334448,-0.056539,0.513254,0.438763,-0.064044,0.447308,0.309770,-0.072410,0.406388,0.278771,-0.069384,0.382660,0.259997,-0.065433,0.557678,0.402561,-0.046977,0.527948,0.220832,-0.062872,0.485207,0.219865,-0.056783,0.459578,0.252143,-0.045871,0.582567,0.396724,-0.028460,0.561016,0.232615,-0.041726,0.519131,0.237247,-0.032478,0.497126,0.270366,-0.019355,0.593619,0.410509,-0.011409,0.583296,0.280725,-0.019201,0.550828,0.259087,-0.013888,0.529146,0.269620,-0.005191
4,1694951212.550038,0,30.2200,30.2200,0.1965,0.1604,5.2821,335.1542,59.6766,9466.2598,1.6983,80.5255,263.3009,51.0431,56.5610,99.2078,149.9354,0.116939,0.555008,0.683433,-0.000000,0.480236,0.653773,-0.040130,0.430043,0.547498,-0.058064,0.412166,0.418009,-0.063942,0.414681,0.330955,-0.064861,0.514807,0.439647,-0.075326,0.451416,0.312327,-0.083438,0.409652,0.278816,-0.078491,0.384186,0.257037,-0.073692,0.558195,0.404805,-0.055281,0.527089,0.224814,-0.070356,0.485141,0.227599,-0.060624,0.461021,0.260306,-0.047826,0.582723,0.400221,-0.033727,0.563499,0.234727,-0.046113,0.522371,0.242515,-0.033680,0.501541,0.275363,-0.019037,0.593276,0.414338,-0.013985,0.586719,0.287512,-0.021580,0.554980,0.266566,-0.015940,0.534612,0.273700,-0.007559
5,1694951212.558371,0,-33.5447,-33.5447,-19.1700,-19.3665,27.6813,1465.0426,45.8898,10807.3823,1.2723,80.2747,262.0213,45.1227,52.7574,95.5474,147.1033,0.119587,0.555227,0.674500,-0.000000,0.479366,0.650244,-0.039459,0.427397,0.546299,-0.056499,0.411751,0.414863,-0.061066,0.416619,0.328115,-0.060836,0.515167,0.438032,-0.074684,0.451490,0.308186,-0.081562,0.409786,0.275746,-0.076099,0.382070,0.256784,-0.070816,0.558245,0.402816,-0.053762,0.528244,0.221708,-0.067415,0.487113,0.217872,-0.058328,0.461025,0.247156,-0.046295,0.581563,0.397573,-0.031088,0.562138,0.234516,-0.042025,0.520365,0.235679,-0.031702,0.496601,0.263909,-0.018942,0.590379,0.410286,-0.009959,0.582385,0.287328,-0.016404,0.549894,0.265923,-0.011481,0.527791,0.272581,-0.003898
6,1694951212.566705,0,-34.6787,-34.6787,-17.5269,1.6431,32.3222,1337.5773,2.1332,10047.7040,1.5733,77.9375,263.7458,47.3027,51.9564,94.4158,147.4777,0.106390,0.554480,0.674033,-0.000000,0.479142,0.650782,-0.041042,0.428105,0.546871,-0.058799,0.410971,0.413800,-0.063083,0.418679,0.327473,-0.062168,0.514471,0.438742,-0.078856,0.452463,0.311300,-0.084115,0.410599,0.278403,-0.076804,0.381771,0.259034,-0.070737,0.557372,0.402522,-0.056241,0.525290,0.224645,-0.069322,0.485487,0.219420,-0.058648,0.461041,0.251142,-0.045840,0.581246,0.396875,-0.031601,0.560072,0.232820,-0.042174,0.518881,0.232301,-0.030641,0.495446,0.262085,-0.017184,0.591406,0.409662,-0.008505,0.582735,0.285070,-0.014533,0.551296,0.264477,-0.009105,0.530584,0.272799,-0.001324
7,1694951212.575038,0,-39.1640,-39.1640,-17.1766,0.3504,32.2306,1500.7297,22.6619,9968.1838,2.0058,85.6752,265.8204,48.0927,55.9813,99.3009,152.4028,0.117688,0.554952,0.681418,0.000000,0.479086,0.652464,-0.041791,0.429016,0.548568,-0.059607,0.412767,0.418547,-0.063899,0.417494,0.331511,-0.062869,0.515026,0.441787,-0.077532,0.451391,0.312435,-0.083840,0.410846,0.277211,-0.078747,0.382944,0.252628,-0.074079,0.557911,0.407474,-0.054533,0.529204,0.225652,-0.066599,0.489374,0.217782,-0.056939,0.464940,0.245843,-0.045253,0.581479,0.403865,-0.029804,0.563596,0.238590,-0.039326,0.523609,0.238992,-0.028356,0.502726,0.268400,-0.015481,0.591560,0.416822,-0.006788,0.584684,0.290167,-0.011557,0.554288,0.264638,-0.005688,0.535168,0.268643,0.002264
8,1694951212.583371,0,45.3874,45.3874,3.7919,20.9684,36.4224,125.5289,63.6471,10627.4162,1.9406,83.9614,258.9761,44.0347,50.8404,92.4105,143.0299,0.117701,0.554007,0.673791,-0.000000,0.478961,0.647898,-0.038686,0.427114,0.546414,-0.056978,0.411097,0.416075,-0.063782,0.416276,0.330567,-0.066236,0.515271,0.441066,-0.075206,0.452681,0.313109,-0.086140,0.410135,0.277542,-0.083546,0.381779,0.256075,-0.080027,0.559136,0.403317,-0.056721,0.527933,0.219066,-0.075206,0.484611,0.219891,-0.068119,0.457931,0.252315,-0.056703,0.583088,0.395628,-0.036599,0.562094,0.227149,-0.052254,0.519004,0.234872,-0.042483,0.495719,0.267743,-0.029143,0.592347,0.408374,-0.017919,0.583460,0.281514,-0.027538,0.549771,0.263561,-0.022839,0.527582,0.272369,-0.014992
9,1694951212.591705,0,27.1471,27.1471,15.1730,11.3811,35.8210,1498.0277,63.4160,7206.4375,1.2012,82.4807,270.2916,56.0800,58.7233,100.1159,152.1145,0.107790,0.557505,0.690498,-0.000000,0.482854,0.654804,-0.036361,0.430948,0.548534,-0.053560,0.413983,0.417537,-0.060237,0.417414,0.330997,-0.062476,0.514330,0.442289,-0.071515,0.451734,0.312215,-0.079841,0.411568,0.278660,-0.075300,0.387891,0.257219,-0.070769,0.558734,0.404076,-0.054348,0.527857,0.223544,-0.069612,0.484941,0.225610,-0.061211,0.460317,0.259284,-0.049624,0.584435,0.397509,-0.035426,0.564239,0.232896,-0.047356,0.522111,0.241868,-0.035784,0.500891,0.277473,-0.022251,0.595941,0.411894,-0.018150,0.588232,0.284000,-0.025171,0.554444,0.263626,-0.019280,0.532166,0.275259,-0.010961
