frame_id,timestamp,contact_label,dist_raw,dist_local,v_n,a_n,sigma_d,v_t,approach_theta,shadow_score,flow_mag,brightness_contact,dist2d_palm_0,dist2d_palm_5,dist2d_palm_9,dist2d_palm_13,dist2d_palm_17,hull_overlap_ratio,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
0,1695023671.173875,1,2.0954,2.0954,0.0000,0.0000,0.0000,0.0000,,8154.4412,0.0000,164.9529,161.1733,101.3788,65.7498,32.1871,6.4141,0.000142,0.566733,0.703099,-0.000000,0.500428,0.704084,-0.010552,0.451403,0.640661,-0.007489,0.432254,0.558025,0.001219,0.428389,0.509715,0.011173,0.482004,0.524235,-0.018332,0.429335,0.446461,-0.014464,0.404735,0.412153,-0.010614,0.387132,0.377450,-0.009186,0.516449,0.486443,-0.007391,0.460578,0.443447,-0.000179,0.454656,0.487411,0.010468,0.463913,0.524183,0.017111,0.542466,0.477704,0.004075,0.491597,0.458756,0.006391,0.486164,0.497281,0.010326,0.494757,0.528500,0.012729,0.561517,0.478305,0.015549,0.524678,0.457625,0.017721,0.516313,0.485467,0.020236,0.520912,0.515163,0.021984
1,1695023671.182208,1,6.8503,6.8503,4.7549,4.7549,2.3775,286.1467,23.0778,8270.1982,1.1805,162.2137,163.1742,103.1884,67.8546,34.4393,5.4607,0.000023,0.568277,0.704535,-0.000000,0.500926,0.705554,-0.010324,0.451213,0.640517,-0.008001,0.430696,0.555495,-0.000619,0.428539,0.508550,0.007800,0.482807,0.525003,-0.017138,0.431639,0.448518,-0.014511,0.406855,0.413833,-0.011374,0.388062,0.379388,-0.010423,0.516566,0.485567,-0.007251,0.460994,0.443098,-0.002872,0.455109,0.486954,0.006417,0.463893,0.524002,0.012958,0.542620,0.474937,0.003151,0.491383,0.458327,0.003740,0.486446,0.496769,0.007919,0.495217,0.528340,0.011086,0.561337,0.475592,0.013426,0.523529,0.461239,0.014619,0.514978,0.490442,0.017144,0.519666,0.519612,0.019325
2,1695023671.190541,1,0.3086,0.3086,-0.8934,-5.6483,2.7608,6186.8247,71.2451,8256.0378,2.0109,164.8071,163.4139,102.8835,66.5260,31.7434,9.0810,0.000153,0.567993,0.704807,-0.000000,0.499545,0.704483,-0.010525,0.449564,0.638221,-0.008161,0.430118,0.551790,-0.000729,0.428542,0.504590,0.007848,0.482103,0.521834,-0.016511,0.430916,0.447397,-0.012805,0.406732,0.413701,-0.009099,0.388615,0.378740,-0.008129,0.516773,0.483565,-0.006923,0.461501,0.441668,-0.002171,0.455473,0.484850,0.006947,0.463851,0.521082,0.013126,0.542980,0.474322,0.003193,0.492180,0.456868,0.004105,0.486950,0.494152,0.008365,0.495266,0.524924,0.011321,0.561352,0.476325,0.013080,0.523689,0.460983,0.014432,0.515621,0.489557,0.017062,0.520615,0.518039,0.019180
3,1695023671.198875,1,6.4759,6.4759,1.4601,2.3536,2.8058,30.4281,8.8591,7833.2095,1.4681,165.2785,162.0364,102.0513,66.1107,32.8562,6.2780,0.000089,0.568024,0.704842,-0.000000,0.499523,0.705335,-0.010372,0.448947,0.637277,-0.007331,0.429631,0.550282,0.000851,0.431922,0.506648,0.010108,0.481521,0.521528,-0.016077,0.430607,0.446481,-0.012261,0.405820,0.412730,-0.008649,0.387554,0.377937,-0.007745,0.516221,0.483885,-0.006256,0.461472,0.444256,-0.001068,0.456127,0.489184,0.008263,0.465548,0.526479,0.014594,0.542431,0.474886,0.004008,0.492009,0.459989,0.005033,0.487604,0.498509,0.008805,0.496863,0.530340,0.011475,0.561332,0.476852,0.014071,0.523681,0.463658,0.015720,0.516386,0.493406,0.018086,0.522031,0.523432,0.019892
4,1695023671.207208,1,4.8400,4.8400,0.6861,-0.7740,2.5357,121.5408,23.4926,7876.2598,0.9064,167.3719,163.2802,99.3642,63.4649,29.7192,9.1324,0.000324,0.567098,0.704687,-0.000000,0.501046,0.704428,-0.009194,0.451552,0.641021,-0.007341,0.430288,0.555178,-0.000203,0.430222,0.508490,0.007891,0.483918,0.525547,-0.020339,0.431098,0.445434,-0.015821,0.405804,0.411187,-0.010524,0.386420,0.376390,-0.008332,0.517455,0.486019,-0.009687,0.460493,0.446185,-0.003123,0.456043,0.493570,0.007928,0.465911,0.530602,0.014931,0.543364,0.476112,0.002166,0.492351,0.458753,0.005073,0.487942,0.498405,0.010129,0.497024,0.532100,0.013028,0.561975,0.476825,0.014191,0.525316,0.462354,0.017079,0.517634,0.492053,0.019922,0.522744,0.522245,0.021853
5,1695023671.215541,1,9.9075,9.9075,0.7643,0.0781,3.1443,37.8764,20.8481,8465.6288,1.1231,160.6065,165.1737,102.2671,66.6143,33.2270,6.9321,0.000051,0.568053,0.708981,-0.000000,0.501141,0.707653,-0.011067,0.451225,0.642403,-0.008941,0.431911,0.557418,-0.001671,0.429344,0.507893,0.006936,0.481093,0.521634,-0.016930,0.430710,0.447701,-0.013645,0.406328,0.414431,-0.010622,0.387739,0.380205,-0.010310,0.516026,0.484746,-0.007236,0.461076,0.444708,-0.002735,0.456524,0.488163,0.006215,0.465366,0.523264,0.011974,0.542210,0.476655,0.002871,0.490979,0.458952,0.003858,0.486138,0.496689,0.008518,0.494208,0.526291,0.011455,0.560371,0.479652,0.012622,0.522035,0.462561,0.013961,0.513325,0.491742,0.016736,0.517584,0.520366,0.018825
6,1695023671.223875,1,-4.5532,-4.5532,-1.2154,-1.9797,5.0337,30.6741,72.5022,8232.3932,0.6959,159.8665,164.1247,103.2227,67.7085,34.2650,5.8127,0.000023,0.569406,0.706654,-0.000000,0.501267,0.706806,-0.010440,0.451138,0.640879,-0.008229,0.430715,0.555692,-0.001047,0.428174,0.509125,0.007392,0.482687,0.522689,-0.016020,0.431325,0.448929,-0.012451,0.406953,0.415396,-0.008951,0.388699,0.380557,-0.008117,0.517376,0.484293,-0.006448,0.461476,0.443704,-0.001939,0.456411,0.487287,0.006998,0.465313,0.523140,0.013132,0.543585,0.475070,0.003647,0.491794,0.459293,0.004421,0.487046,0.496307,0.008718,0.495441,0.526673,0.011764,0.561898,0.477189,0.013508,0.523465,0.463529,0.014974,0.515479,0.492228,0.017718,0.520130,0.520794,0.019947
7,1695023671.232208,1,-5.9134,-5.9134,-3.0973,-1.8819,6.2623,3094.4471,0.6488,7918.7446,0.7810,163.0247,162.0501,101.9764,66.3332,33.1120,5.6342,0.000094,0.569093,0.706680,-0.000000,0.501618,0.706900,-0.008553,0.451082,0.641882,-0.005496,0.430151,0.557594,0.002420,0.428323,0.510540,0.011231,0.482329,0.526006,-0.016291,0.431328,0.449048,-0.012739,0.406725,0.414580,-0.009096,0.387801,0.380022,-0.007968,0.516744,0.486013,-0.006805,0.460677,0.444169,-0.001001,0.455518,0.489573,0.009054,0.464954,0.527698,0.015773,0.543409,0.475529,0.003435,0.492085,0.458350,0.005576,0.487593,0.497364,0.010283,0.496800,0.529779,0.013339,0.562196,0.477054,0.013708,0.524921,0.462084,0.016117,0.517004,0.491807,0.019056,0.522381,0.521866,0.021233
8,1695023671.240541,1,8.4490,8.4490,0.9023,3.9996,6.5766,87.2489,68.7093,8104.6188,0.8857,165.1829,162.2898,101.0000,65.1323,31.7399,7.3508,0.000130,0.567910,0.707833,-0.000000,0.501357,0.706532,-0.008917,0.451108,0.642844,-0.006903,0.429844,0.557935,0.000245,0.428378,0.510431,0.008383,0.484636,0.526856,-0.019842,0.431112,0.448149,-0.016031,0.406316,0.414262,-0.011353,0.387228,0.380320,-0.009430,0.518447,0.486897,-0.009703,0.460684,0.445791,-0.003598,0.455826,0.491719,0.007383,0.465461,0.528960,0.014535,0.544426,0.476781,0.001520,0.492440,0.459381,0.004121,0.487532,0.498329,0.009295,0.496411,0.530890,0.012451,0.562686,0.478246,0.012873,0.525505,0.463796,0.015688,0.516957,0.492996,0.018731,0.521608,0.522781,0.020885
9,1695023671.248875,1,-5.8783,-5.8783,-3.9464,-4.8487,7.1971,3153.3882,7.0736,7827.8920,1.1340,163.0378,161.7185,103.2004,67.9542,34.7438,4.3144,0.000028,0.568999,0.709574,-0.000000,0.501663,0.708938,-0.009202,0.450703,0.642671,-0.007065,0.429948,0.554650,-0.000043,0.430257,0.507620,0.007905,0.484210,0.527412,-0.017626,0.432142,0.449490,-0.014229,0.407435,0.415967,-0.010498,0.388428,0.382218,-0.009398,0.517976,0.487156,-0.007720,0.461177,0.445752,-0.002384,0.456539,0.492478,0.007777,0.466119,0.529748,0.014526,0.543839,0.476528,0.003019,0.492270,0.460357,0.005046,0.487508,0.500232,0.010081,0.496411,0.533021,0.013269,0.562191,0.478023,0.013743,0.524835,0.463784,0.016216,0.516500,0.493443,0.019218,0.521163,0.523519,0.021373
